"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","ExternalReference","DistributionChannel","Culture","X1_neu_vale","X1_neu_arou","X1_neu_feel","X1_neu_desc","X2_hap_vale","X2_hap_arou","X2_hap_feel","X2_hap_desc","X3_han_vale","X3_han_arou","X3_han_feel","X3_han_desc","X4_neu_vale","X4_neu_arou","X4_neu_feel","X4_neu_desc","X5_han_vale","X5_han_arou","X5_han_feel","X5_han_desc","X6_hap_vale","X6_hap_arou","X6_hap_feel","X6_hap_desc","X7_han_vale","X7_han_arou","X7_han_feel","X7_han_desc","X8_hap_vale","X8_hap_arou","X8_hap_feel","X8_hap_desc","X9_han_vale","X9_han_arou","X9_han_feel","X9_han_desc","X10_hap_vale","X10_hap_arou","X10_hap_feel","X10_hap_desc","X11_neu_vale","X11_neu_arou","X11_neu_feel","X11_neu_desc","X12_hap_vale","X12_hap_arou","X12_hap_feel","X12_hap_desc","X13_neu_vale","X13_neu_arou","X13_neu_feel","X13_neu_desc","X14_neu_vale","X14_neu_arou","X14_neu_feel","X14_neu_desc","X15_han_vale","X15_han_arou","X15_han_feel","X15_han_desc","X16_han_vale","X16_han_arou","X16_han_feel","X16_han_desc","X17_hap_vale","X17_hap_arou","X17_hap_feel","X17_hap_desc","X18_neu_vale","X18_neu_arou","X18_neu_feel","X18_neu_desc","X19_han_vale","X19_han_arou","X19_han_feel","X19_han_desc","X20_hap_vale","X20_hap_arou","X20_hap_feel","X20_hap_desc","X21_neu_vale","X21_neu_arou","X21_neu_feel","X21_neu_desc","X22_han_vale","X22_han_arou","X22_han_feel","X22_han_desc","X23_hap_vale","X23_hap_arou","X23_hap_feel","X23_hap_desc","X24_hap_vale","X24_hap_arou","X24_hap_feel","X24_hap_desc","X25_neu_vale","X25_neu_arou","X25_neu_feel","X25_neu_desc","X26_han_vale","X26_han_arou","X26_han_feel","X26_han_desc","X27_neu_vale","X27_neu_arou","X27_neu_feel","X27_neu_desc","X28_han_vale","X28_han_arou","X28_han_feel","X28_han_desc","X29_hap_vale","X29_hap_arou","X29_hap_feel","X29_hap_desc","X30_hap_vale","X30_hap_arou","X30_hap_feel","X30_hap_desc","X31_neu_vale","X31_neu_arou","X31_neu_feel","X31_neu_desc","X32_han_vale","X32_han_arou","X32_han_feel","X32_han_desc","X33_hap_vale","X33_hap_arou","X33_hap_feel","X33_hap_desc","X34_han_vale","X34_han_arou","X34_han_feel","X34_han_desc","X35_han_vale","X35_han_arou","X35_han_feel","X35_han_desc","X36_hap_vale","X36_hap_arou","X36_hap_feel","X36_hap_desc","X37_neu_vale","X37_neu_arou","X37_neu_feel","X37_neu_desc","X38_neu_vale","X38_neu_arou","X38_neu_feel","X38_neu_desc","X39_han_vale","X39_han_arou","X39_han_feel","X39_han_desc","X40_hap_vale","X40_hap_arou","X40_hap_feel","X40_hap_desc","X41_hap_vale","X41_hap_arou","X41_hap_feel","X41_hap_desc","X42_neu_vale","X42_neu_arou","X42_neu_feel","X42_neu_desc","X43_han_vale","X43_han_arou","X43_han_feel","X43_han_desc","X44_neu_vale","X44_neu_arou","X44_neu_feel","X44_neu_desc","X45_han_vale","X45_han_arou","X45_han_feel","X45_han_desc","X46_neu_vale","X46_neu_arou","X46_neu_feel","X46_neu_desc","X47_hap_vale","X47_hap_arou","X47_hap_feel","X47_hap_desc","X48_neu_vale","X48_neu_arou","X48_neu_feel","X48_neu_desc","r.enthusiastic","r.astonished","r.nervous","r.dull","r.quiet","r.relaxed","r.excited","r.surprised","r.elated","r.sleepy","r.still","r.lonely","r.strong","r.passive","r.content","r.sluggish","r.inactive","r.sad","r.euphoric","r.fearful","r.happy","r.idle","r.calm","r.unhappy","r.aroused","r.hostile","r.satisfied","r.rested","r.peaceful","r.serene","r.noemotion","r.energetic","r.ashamed","r.disgusted","r.stressed","r.guilty","r.contemptuous","r.fatigued","r.angry","i.enthusiastic","i.astonished","i.nervous","i.dull","i.quiet","i.relaxed","i.excited","i.surprised","i.elated","i.sleepy","i.still","i.lonely","i.strong","i.passive","i.content","i.sluggish","i.inactive","i.sad","i.euphoric","i.fearful","i.happy","i.idle","i.calm","i.unhappy","i.aroused","i.hostile","i.satisfied","i.rested","i.peaceful","i.serene","i.noemotion","i.energetic","i.ashamed","i.disgusted","i.stressed","i.guilty","i.contemptuous","i.fatigued","i.angry","age","gender","gender_3_TEXT","didbefore","didbefore_","purpose","device","errors"
"11","2026-01-12 18:38:13","2026-01-12 19:01:16","0","100","1383","1","2026-01-12 19:01:17","R_3Q415v8VdYfKWQ0","","anonymous","EA",6,3,9,10,7,5,9,12,1,6,6,4,4,2,6,14,1,5,4,4,6,6,12,10,2,7,11,1,6,5,10,10,5,4,11,11,6,1,14,10,6,2,9,8,6,7,12,10,4,1,14,15,4,1,15,15,2,7,3,4,2,5,4,11,5,4,9,10,4,2,7,5,2,5,11,6,7,5,9,10,3,1,5,4,2,7,1,12,6,7,10,12,6,3,9,9,6,3,9,9,1,6,1,1,4,2,14,15,1,7,3,3,5,4,11,10,6,6,10,12,3,2,4,5,2,6,6,6,6,7,9,9,1,6,3,3,2,7,2,3,5,4,10,15,4,1,14,5,4,1,14,15,1,7,3,11,6,5,9,10,6,7,12,10,4,1,14,15,4,7,3,6,4,3,14,15,2,5,6,3,4,1,14,15,7,5,13,13,3,5,6,5,2,2,3,1,2,2,4,2,2,3,1,2,2,1,3,2,1,2,1,2,4,2,3,1,2,1,4,3,2,2,1,3,1,1,5,1,1,2,2,3,1,1,1,3,4,4,2,2,2,2,1,2,1,3,1,1,1,2,1,5,1,4,1,2,1,5,5,4,4,1,3,1,1,1,1,1,1,1,20,"2","","2","","To study reactions to different current events and tragedies.","1",""
"12","2026-01-12 19:03:31","2026-01-12 19:24:39","0","100","1267","1","2026-01-12 19:24:41","R_11fG0JmSWJRFiGR","","anonymous","EA",5,3,14,14,6,5,9,9,1,7,1,1,4,1,14,14,1,7,4,4,5,4,10,10,2,6,1,3,5,3,6,8,3,6,6,6,5,5,10,13,4,1,14,14,7,5,9,9,4,1,14,14,3,3,6,14,1,7,4,4,1,7,4,4,6,6,10,10,3,2,7,4,1,7,1,1,6,5,9,9,4,1,14,14,1,7,6,3,6,5,12,12,5,4,9,9,4,1,14,14,3,4,6,3,4,1,15,15,1,7,3,3,6,5,10,10,3,7,3,6,5,2,8,14,1,6,3,3,5,5,9,9,2,6,4,3,1,5,2,1,5,7,10,10,4,1,14,14,4,1,15,15,1,7,3,3,5,5,12,12,7,5,12,6,4,1,14,14,2,6,6,6,4,1,15,15,2,5,6,3,4,1,15,15,6,6,12,13,3,2,5,14,3,1,2,3,2,3,2,2,3,4,1,1,2,1,2,3,1,2,1,3,3,1,2,2,3,1,2,3,2,1,1,2,1,3,4,1,3,3,2,3,2,2,1,2,4,4,2,3,2,2,1,2,1,3,1,1,2,3,2,4,1,4,1,3,1,5,5,5,3,1,2,1,2,2,1,1,1,2,32,"3","Nonbinary ","2","","Emotional responses to violence and destruction and if people are becoming desensitized to it on social media. ","1","Na"
"13","2026-01-13 06:37:56","2026-01-13 06:58:31","0","100","1235","1","2026-01-13 06:58:32","R_1WSfetXDxc5FNmN","","anonymous","EA",6,6,9,12,5,4,8,12,2,1,6,3,5,1,8,14,1,1,1,4,6,5,12,9,2,4,2,4,6,3,12,9,2,4,6,3,6,5,12,12,4,2,8,5,6,3,9,6,5,2,8,9,4,1,5,15,2,5,6,4,2,5,6,4,6,5,9,12,4,1,5,15,3,5,3,3,5,3,8,9,4,1,5,14,2,5,1,2,6,3,12,9,6,5,8,9,4,2,5,14,2,2,6,3,6,5,12,12,2,3,6,3,6,5,12,9,6,4,12,10,4,2,7,5,2,4,6,12,5,2,13,9,2,4,6,4,1,1,1,2,5,3,8,12,4,3,7,5,4,2,6,15,2,4,1,6,5,4,12,9,6,6,13,9,5,2,10,15,1,2,1,1,4,1,5,8,3,2,6,6,4,2,15,15,6,5,9,10,4,2,6,5,3,2,2,2,4,3,4,2,2,4,2,2,3,4,1,3,1,2,1,2,4,1,1,1,3,1,1,2,2,2,2,3,1,1,3,2,2,4,2,4,2,1,1,2,2,4,2,4,1,1,1,4,3,3,1,1,1,4,1,4,1,3,1,4,1,2,2,3,4,1,4,1,1,1,1,1,2,1,43,"1","","2","","to see how aroused we are by photos that depict certain things","2","no"
"14","2026-01-13 10:39:23","2026-01-13 10:53:34","0","100","850","1","2026-01-13 10:53:34","R_5FKBWucj9ix1Vws","","anonymous","EA",4,5,6,6,4,4,15,13,1,6,3,3,4,4,6,15,1,5,1,14,4,4,11,13,2,4,3,3,5,4,8,8,2,4,6,6,4,4,9,9,4,2,14,14,4,4,9,12,4,4,5,14,4,4,15,15,1,3,3,3,2,3,6,6,4,4,12,12,4,4,15,15,1,4,1,1,4,4,15,12,3,4,6,14,2,5,1,1,4,5,14,10,4,4,12,12,4,4,14,14,2,3,3,3,4,4,15,15,1,6,4,4,5,6,12,10,4,4,10,10,4,4,14,14,1,5,3,3,5,5,10,10,1,3,3,3,1,6,2,2,4,4,10,10,3,4,6,14,4,4,15,15,1,5,3,3,3,5,6,10,5,5,11,10,4,4,15,15,2,5,1,1,5,4,10,10,3,5,6,6,4,4,15,15,5,5,9,9,4,4,15,15,3,2,4,4,2,2,3,2,1,4,3,4,2,2,2,4,2,5,1,3,2,3,2,4,2,2,2,1,2,2,2,2,2,2,4,3,1,4,1,4,2,1,1,1,3,4,2,3,1,2,1,3,1,5,1,1,1,2,1,5,1,3,1,2,1,4,5,3,2,1,5,1,1,2,1,1,1,1,19,"2","","1","Rating perceptions of sentences.","Analyze common associations with images and how associations correlate with demographics","2","no"
"15","2026-01-13 10:55:59","2026-01-13 11:25:22","0","100","1763","1","2026-01-13 11:25:23","R_5bZThNrJrY1uxXC","","anonymous","EA",4,3,14,14,7,6,10,10,2,4,14,14,4,4,15,15,2,1,4,4,4,4,14,14,1,1,4,4,6,6,9,9,4,4,15,15,6,4,9,9,4,1,14,14,4,4,14,14,4,4,14,15,4,4,14,14,2,2,4,4,2,1,15,15,6,5,9,9,4,4,15,15,1,1,2,2,6,4,9,9,4,4,15,15,1,1,4,4,4,4,14,14,6,3,12,9,4,4,15,15,1,1,4,4,4,4,15,15,4,4,4,4,6,5,12,12,5,4,15,15,5,3,9,9,1,4,3,3,4,4,14,14,2,5,14,14,1,1,4,4,6,6,9,9,3,2,15,15,4,4,15,15,3,1,14,14,5,4,9,9,4,4,15,15,4,4,14,14,2,1,14,14,4,2,8,8,3,3,6,6,3,1,14,14,7,6,9,9,2,1,14,14,4,2,2,2,3,3,4,2,3,2,3,2,4,2,5,2,2,2,1,2,4,2,3,1,1,1,4,4,4,4,3,4,1,2,2,1,1,2,1,4,2,1,1,3,5,5,5,4,2,3,1,5,2,5,1,2,1,1,1,5,2,5,1,1,1,5,5,5,5,3,4,1,1,1,1,1,2,1,62,"2","","2","","To see how images make people feel","1","No"
"16","2026-01-13 10:17:09","2026-01-13 11:31:27","0","100","4458","1","2026-01-13 11:31:29","R_7rJmwWzsO84OZqx","","anonymous","EA",5,5,12,12,7,6,12,13,1,7,3,3,4,1,8,8,1,6,4,4,6,6,12,13,1,6,1,1,7,6,9,13,1,6,1,3,6,5,12,12,4,1,15,15,3,4,10,10,4,1,15,15,4,1,15,15,1,7,4,4,2,4,6,6,6,6,13,13,3,3,6,6,1,6,6,6,7,6,12,13,5,5,12,12,1,6,3,1,5,5,9,9,7,6,12,13,4,2,14,14,1,6,3,1,5,4,9,9,1,6,3,3,7,6,12,13,6,6,13,13,4,1,15,15,1,7,3,1,4,3,14,14,1,6,4,4,1,7,1,3,5,4,12,12,4,5,14,14,4,1,15,15,1,6,3,3,5,5,12,13,5,5,12,12,4,5,6,6,1,6,3,1,5,4,10,14,1,6,4,3,4,1,15,15,5,5,12,12,4,1,15,15,2,2,2,2,2,2,2,2,2,2,3,3,1,3,2,3,3,3,1,2,2,1,2,3,2,3,1,4,2,2,2,2,2,3,3,2,3,2,3,5,3,1,1,2,3,3,2,4,2,2,1,5,1,5,1,2,1,3,1,5,2,5,1,2,1,5,5,5,5,2,4,1,1,1,1,1,1,1,79,"2","","2","","compare how one feels to how one wants to feel?","2",""
"17","2026-01-13 11:55:12","2026-01-13 12:14:38","0","100","1165","1","2026-01-13 12:14:39","R_7rpfnHLSxlioGdf","","anonymous","EA",6,6,6,6,7,6,9,9,1,7,2,1,5,5,8,14,1,7,2,4,6,7,12,12,2,7,6,1,7,7,12,13,6,6,12,12,6,5,9,9,4,4,14,14,6,6,10,10,4,1,14,14,5,4,14,14,2,6,4,4,1,7,6,4,7,7,11,13,3,3,4,4,1,7,2,1,7,7,12,12,4,4,14,14,3,6,6,1,6,6,10,10,7,6,12,12,7,5,9,8,1,6,6,6,7,6,9,8,1,7,1,1,7,7,12,12,7,7,12,12,4,4,14,14,2,7,3,3,7,7,12,12,1,7,3,3,1,7,2,1,6,7,12,13,5,5,9,9,4,4,8,8,1,7,3,3,7,7,13,13,5,7,6,12,6,6,12,12,1,7,2,2,5,5,14,14,2,6,3,3,4,4,15,15,7,7,10,9,4,4,15,15,3,3,1,1,3,3,4,4,3,2,3,1,4,2,4,2,2,2,3,2,4,2,2,2,3,2,4,2,4,4,1,4,2,2,3,2,3,4,3,5,4,1,1,4,4,4,4,4,2,2,1,5,2,5,1,2,2,3,2,4,2,3,1,3,2,5,5,4,4,1,5,1,1,2,1,2,2,2,69,"2","","2","","To test the effect differnt photos have on the viewer","2","no"
"18","2026-01-13 10:55:35","2026-01-13 12:21:51","0","100","5176","1","2026-01-13 12:21:52","R_7BrgF18ta0OeeVe","","anonymous","EA",5,2,7,14,6,3,10,9,1,5,6,6,5,2,8,14,1,7,2,2,6,3,12,12,1,7,1,1,6,6,10,10,2,3,6,1,6,4,13,12,4,2,7,14,6,4,12,12,4,2,14,14,4,2,14,15,1,5,1,1,2,4,6,6,5,3,6,12,5,2,8,14,1,5,1,6,6,4,9,9,4,2,14,15,1,6,1,2,5,4,12,12,6,6,10,8,5,2,8,8,2,4,1,1,4,3,5,14,1,6,1,4,6,5,9,9,5,4,12,3,5,2,8,14,3,3,6,6,6,5,12,12,1,5,4,4,2,5,3,3,5,2,12,10,4,2,7,14,4,1,15,15,1,5,1,1,5,4,12,12,5,2,10,10,4,2,6,14,1,5,1,2,4,1,14,14,2,5,6,6,4,1,14,15,6,3,12,12,4,1,15,15,3,2,4,3,3,3,4,1,3,4,3,2,3,3,4,3,2,2,2,1,4,3,3,2,3,1,4,3,3,3,2,2,2,2,5,3,1,4,1,4,2,2,1,3,4,4,2,3,2,4,1,4,2,5,1,2,2,2,1,4,2,4,1,3,1,5,4,4,4,1,3,1,1,2,1,1,2,1,31,"2","","2","","To see emotional labeling ","1","None"
"19","2026-01-13 13:04:28","2026-01-13 13:29:37","0","100","1509","1","2026-01-13 13:29:38","R_6FEKgcBh0wXVADD","","anonymous","EA",6,4,5,8,6,6,9,12,2,6,1,1,4,2,5,5,1,7,1,4,6,6,6,12,2,5,3,1,6,6,6,12,2,5,1,6,5,5,5,12,5,5,14,15,5,5,6,12,4,1,5,5,4,4,5,5,1,7,4,6,2,7,3,6,5,6,6,12,4,1,5,14,1,7,1,2,6,6,10,12,2,5,4,4,2,6,6,1,3,6,6,6,5,4,6,10,4,2,5,14,1,6,6,4,6,6,9,8,1,7,4,6,6,6,10,12,6,6,6,12,6,6,9,14,5,7,9,3,7,7,12,12,3,6,2,11,1,7,1,3,7,7,13,12,4,2,5,5,4,1,5,5,1,7,1,3,5,5,6,12,7,7,10,13,4,2,5,5,1,6,1,6,5,2,14,15,1,7,6,6,4,5,5,5,6,7,9,9,4,1,5,14,1,2,5,4,4,1,2,2,2,4,1,5,1,2,1,3,2,2,1,3,2,3,2,5,3,2,1,1,1,1,1,2,3,2,5,2,1,2,5,4,3,1,1,3,3,4,3,4,2,2,1,4,1,5,1,2,1,3,1,5,2,4,1,3,1,4,5,5,4,1,4,1,1,1,1,1,1,2,55,"1","","2","","Some sort of comparison between our feelings for the images and the emotions we normally feel and want to feel.","2","No"
"20","2026-01-13 13:55:35","2026-01-13 14:14:56","0","100","1160","1","2026-01-13 14:14:57","R_30w3TUDknieq8DK","","anonymous","EA",4,1,14,14,7,3,9,9,1,6,1,1,4,1,14,14,1,4,4,4,4,2,14,14,1,4,1,1,7,2,9,9,1,6,1,1,7,3,9,9,4,1,14,14,4,1,14,14,4,1,14,14,4,1,14,14,1,4,4,4,1,4,4,4,6,3,6,6,2,4,7,7,1,6,4,4,7,5,9,9,3,1,4,4,1,6,1,1,6,1,9,9,7,2,9,9,4,1,15,15,1,6,3,3,4,1,14,14,1,7,4,4,7,4,9,9,6,4,6,6,4,1,14,14,1,5,6,6,5,4,12,12,1,3,4,4,1,6,2,1,5,2,14,14,4,1,14,14,4,1,14,14,1,6,1,1,3,4,14,14,4,2,3,3,4,1,14,14,1,6,1,1,4,1,15,15,1,5,3,3,4,1,14,14,7,5,9,9,4,1,14,14,4,2,2,1,1,3,3,1,2,2,2,1,5,1,5,1,1,1,1,1,4,2,2,1,2,1,4,4,4,4,1,4,1,1,1,1,1,1,1,4,2,1,1,2,4,3,1,2,2,2,1,4,1,5,1,1,1,2,1,5,2,2,1,2,1,5,5,5,4,1,4,1,1,1,1,1,1,1,65,"2","","2","","comparing how people interpret what they see based on their upbringing, age, race, gender","2",""
"21","2026-01-13 15:17:59","2026-01-13 16:11:32","0","100","3213","1","2026-01-13 16:11:33","R_67cBWbbF6pnXZO9","","anonymous","EA",5,2,14,14,6,4,9,13,1,7,1,2,5,1,8,8,1,7,2,1,5,4,12,12,1,6,1,1,7,6,12,12,2,6,3,3,7,6,10,10,5,2,8,14,6,3,10,12,4,1,15,15,4,1,15,15,1,6,4,4,2,6,4,4,5,4,10,12,4,1,14,14,1,7,1,1,7,6,13,13,3,3,4,4,1,6,1,1,7,6,12,12,7,6,12,12,6,3,10,10,1,6,1,1,4,2,8,14,1,7,4,4,7,6,12,12,5,5,10,10,5,2,14,14,3,4,3,3,6,6,13,13,2,6,4,4,1,7,2,1,6,5,10,10,4,1,15,14,4,1,8,8,1,6,2,1,6,6,9,10,3,6,6,6,4,1,14,14,1,6,1,1,4,1,15,15,3,5,4,4,4,1,5,5,7,5,9,10,4,1,14,5,2,1,1,2,3,4,2,2,2,2,3,1,4,1,4,3,4,1,1,1,3,2,4,1,3,1,4,2,3,2,2,2,1,1,1,1,1,2,2,4,2,1,1,4,5,3,2,2,2,4,1,5,1,5,1,2,2,2,1,4,2,5,1,2,1,5,5,5,5,2,4,1,1,1,1,1,1,1,72,"2","","2","","To hone visual communications to elicit a targeted emotional response.","2","no"
"22","2026-01-13 15:50:07","2026-01-13 16:18:22","0","100","1694","1","2026-01-13 16:18:22","R_6l10oNKB9u0fQ9b","","anonymous","EA",6,6,6,5,7,6,10,9,1,5,4,3,2,2,6,3,1,3,4,4,7,6,13,10,1,5,6,1,7,4,10,8,1,6,3,1,6,6,10,12,6,5,9,12,6,7,10,12,5,3,5,8,5,3,9,14,1,5,2,1,1,3,1,4,6,5,9,10,4,1,5,7,1,5,6,3,7,5,9,13,4,4,5,15,1,6,3,1,6,6,12,10,6,5,9,12,5,1,8,14,1,6,11,1,4,4,8,14,1,5,2,1,6,5,9,12,6,5,12,11,6,2,7,5,1,2,3,6,7,7,11,10,1,5,4,6,1,5,2,1,6,3,6,10,3,2,5,14,5,1,7,8,1,5,6,6,5,3,13,10,6,6,13,10,5,6,12,6,1,6,3,12,5,5,11,8,2,2,6,4,4,1,8,14,7,6,10,13,3,1,7,5,5,1,3,1,2,2,4,3,1,2,1,1,2,1,3,2,1,2,1,2,4,1,2,1,1,2,2,1,1,1,1,3,1,1,4,1,1,1,1,4,2,1,1,1,5,4,2,1,1,1,1,3,1,5,1,1,1,1,1,5,1,5,1,2,1,3,3,3,5,1,4,1,1,3,1,1,1,2,19,"2","","1","I answered questions about my feelings and emotions relating to my past experiences.","I think the study was to research emotions, but I was not informed of the purpose. ","2","none"
"23","2026-01-13 16:19:48","2026-01-13 16:48:06","0","100","1697","1","2026-01-13 16:48:07","R_1dlYulYHFPIbNba","","anonymous","EA",4,4,6,6,7,7,9,10,1,4,4,3,6,3,7,8,1,4,3,4,7,6,9,10,1,3,2,4,7,7,12,12,4,5,3,6,7,6,12,9,6,5,8,8,1,2,4,5,4,2,5,8,4,2,8,8,1,2,4,2,1,5,4,4,7,7,9,10,6,4,15,15,1,5,1,3,7,7,9,9,4,4,5,5,1,4,4,3,7,5,10,9,7,7,12,9,6,4,8,9,1,4,4,4,7,5,9,9,1,4,3,4,7,6,9,9,6,7,10,12,5,4,14,14,1,4,3,6,7,7,9,9,1,6,3,6,1,6,3,2,7,6,12,12,4,2,15,15,7,3,8,14,1,4,3,2,4,4,14,14,4,4,6,3,5,3,15,15,1,3,4,4,3,3,6,14,1,6,3,6,4,3,7,8,7,6,12,12,4,2,7,14,4,2,1,1,2,4,3,3,3,2,2,1,4,2,5,2,2,1,2,1,5,1,5,1,2,1,5,4,4,4,1,3,1,2,2,1,1,2,2,5,3,1,1,3,5,4,2,2,1,2,1,5,2,5,1,1,1,2,1,5,1,5,1,2,1,5,5,5,5,1,5,1,1,1,1,1,1,1,68,"2","","2","","Positive and negative emotions and how our emotions are a part of our everyday life","1","No"
"24","2026-01-13 16:58:26","2026-01-13 18:13:06","0","100","4480","1","2026-01-13 18:13:07","R_3M4fy5TmDv2ltbZ","","anonymous","EA",6,2,14,12,6,6,13,10,2,3,1,4,4,2,14,14,2,3,4,4,5,2,14,12,1,4,6,1,5,5,6,12,3,4,6,3,5,2,15,10,4,1,5,14,4,3,8,12,5,1,14,14,4,1,14,14,1,5,6,4,2,4,6,6,6,5,13,13,3,2,4,14,3,2,8,6,6,7,9,13,3,2,14,8,2,4,1,1,6,3,9,12,5,4,12,10,5,1,14,14,2,6,11,1,5,2,14,8,1,5,4,2,5,2,8,12,6,6,10,10,4,2,5,15,2,5,3,3,6,7,12,13,1,5,3,3,2,5,8,3,5,4,9,12,4,2,15,12,4,1,5,15,1,4,4,3,5,7,12,12,6,6,10,6,4,1,5,14,2,3,1,1,4,2,14,8,2,5,3,3,4,1,5,15,6,3,10,9,4,2,15,14,2,1,2,3,4,5,2,2,2,3,4,2,3,4,3,4,3,2,1,1,3,4,5,2,2,1,3,4,4,2,3,2,2,2,2,2,2,4,1,4,2,1,1,3,5,3,2,4,2,3,1,5,2,5,1,2,1,3,1,5,3,5,1,3,1,5,5,5,4,1,5,1,1,1,1,1,1,1,40,"2","","1","I take similar studies all the time; can't recall a specific one","rating emotions from charged images","2","no"
"25","2026-01-13 18:23:49","2026-01-13 18:38:54","0","100","905","1","2026-01-13 18:38:56","R_1Opdu7cAmH55Fjb","","anonymous","EA",4,2,8,8,6,3,10,10,1,3,3,3,4,1,14,14,1,4,6,6,5,3,9,9,1,3,3,1,6,2,8,8,1,3,3,3,6,3,12,12,4,1,15,15,6,4,12,10,4,1,14,14,4,1,15,15,2,3,4,4,1,2,6,6,5,3,12,12,4,1,14,14,1,4,3,3,6,3,13,13,4,1,14,14,1,3,3,1,6,2,12,12,6,3,12,12,4,2,14,14,1,2,1,1,4,1,14,14,2,3,4,3,5,3,12,12,5,3,10,10,4,1,14,14,2,3,6,6,5,2,12,12,1,3,6,6,1,2,4,4,5,2,10,10,4,2,14,14,4,1,15,15,1,2,3,1,4,2,12,12,5,3,6,10,4,1,14,14,2,3,3,3,4,1,14,14,2,3,3,3,4,1,15,15,6,2,10,10,4,1,15,15,4,2,2,1,3,4,3,1,3,2,2,2,4,1,5,1,2,1,1,2,4,2,4,2,2,1,4,4,4,4,2,4,1,1,2,1,1,2,1,5,1,1,1,3,5,5,2,4,1,3,1,5,1,5,1,1,1,2,1,5,1,5,1,2,1,5,5,5,5,1,5,1,1,1,1,1,1,1,27,"2","","1","Many years ago","To analyze how different cultures perceive emotional stimuli","2",""
"26","2026-01-13 18:41:22","2026-01-13 19:09:27","0","100","1684","1","2026-01-13 19:09:27","R_7lfe90oFJmI24Zb","","anonymous","EA",3,3,6,6,4,2,15,15,1,4,3,3,3,1,14,14,2,4,14,14,5,4,14,14,1,5,3,3,6,4,12,12,1,5,6,6,4,1,14,14,4,1,15,15,5,3,14,14,5,1,8,8,3,3,6,6,2,5,11,11,3,4,11,11,4,2,14,14,4,1,15,15,1,5,1,1,4,3,14,14,4,1,8,8,2,4,6,6,5,3,14,14,5,4,14,14,4,1,14,14,2,3,6,6,4,2,14,14,2,6,3,3,5,3,14,14,5,4,14,14,4,3,14,14,3,5,3,3,5,5,11,11,1,5,6,6,1,5,2,2,5,4,10,10,4,1,14,14,4,1,14,14,2,4,14,14,5,4,14,14,4,4,6,6,4,1,14,14,2,4,6,6,4,1,14,14,3,3,14,14,3,2,7,7,4,2,14,14,4,1,14,14,2,2,3,2,2,2,2,2,2,4,2,3,2,3,2,2,3,4,2,2,2,4,2,4,2,2,2,3,1,1,1,2,2,2,4,1,1,4,3,3,2,1,1,3,3,3,2,3,2,3,1,5,4,5,1,2,1,3,1,4,2,3,1,3,2,4,4,3,3,1,4,1,1,2,1,1,1,2,40,"1","","2","","To get an idea of how people’s emotions are translated into their ingestion of media.","1",NA
"27","2026-01-12 14:36:49","2026-01-13 19:10:53","0","100","102843","1","2026-01-13 19:10:53","R_3lSTxG0Z36XF4zv","","anonymous","EA",5,2,6,14,6,4,15,10,1,4,4,4,4,3,6,14,1,1,4,4,6,2,5,13,1,5,3,1,6,3,15,12,2,4,6,6,5,2,15,10,5,1,14,8,4,2,5,12,5,1,8,8,4,2,14,14,1,5,3,4,2,3,6,6,5,3,6,10,3,1,5,5,1,5,3,2,6,2,10,13,4,2,14,14,1,2,6,2,3,4,7,12,5,2,5,12,3,3,6,8,1,5,3,1,3,3,6,12,1,5,4,4,6,3,5,12,4,2,6,10,4,2,15,8,1,5,3,3,5,4,15,10,1,4,3,3,2,4,5,4,6,4,10,10,4,2,15,15,4,1,15,15,2,3,6,1,5,4,11,12,2,5,6,6,4,2,8,8,1,3,6,4,5,4,10,10,1,5,6,15,4,1,15,15,5,4,10,12,2,1,2,15,2,2,3,4,3,2,2,2,1,3,3,3,2,2,3,4,3,2,1,2,2,3,3,2,2,3,2,2,2,1,4,2,3,3,4,3,3,4,2,2,2,1,1,3,4,3,2,2,1,3,1,4,2,5,1,2,1,2,1,4,2,4,1,2,1,4,5,5,2,2,3,1,1,2,1,1,1,1,29,"2","","1","Identifying emotions on peoples’ faces ","Track emotional associations? Get a sense of peoples’ emotional intelligence and internal confsistency? Biases?","1","No"
